3937547,24827354616465544,DR,42e77b63637ab381e8be5f8318cc28a2,4073243,yongche14798256527910,vTNGHeR8l2m0PujHUlK29Gikm7C3GZp3lrAdegvj,f8cd7ce18f277409b94a316aca7abfba05850ed4e,9b0665a5004fab49b5109604bbfaa2c2,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937547
3937548,24827354612824769,DR,eefc9e10ebdc4a2333b42b2dbb8f27b6,4073244,yongche14798256529610,3ZM61obMOIHUfeX153aQoJUGA5Y6SCKGZohImRWS,8b75191697ecb6655fcef047e84e947805850ed4e,2a9ccd0334647552b78ba9e4a20695c6,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937548
3937549,24827354629601986,DR,142949df56ea8ae0be8b5306971900a4,4073245,yongche14798256530707,DYA3mnXxbwwBagQmcKp5N9jhhz9TlkpXev9DfK0Q,d5701de275d686f3316b33a15f8f65e705850ed4e,e778f6fd4244aa6445f90bc20ea1e662,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937549
3937550,24827354629601987,DR,f7177163c833dff4b38fc8d2872f1ec6,4073246,yongche14798256531746,eSrhu2YMdsZvxYc7pi7f2AExtGvZbGgdTHVIt1BQ,7d1323e8eded05824428316ad0ece90805850ed4e,09c571c47cf62c8ddaf2ae1bce7e1a4f,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937550
3937551,24827354629601988,DR,4f4adcbf8c6f66dcfc8a3282ac2bf10a,4073247,yongche14798256532828,PVuHwL601P8xfKTjYhW682lkn0pbpTh6MQfDP3yP,88c16fad9c6b961cbb640c025e587fe005850ed4e,412f23df343f0742f97f5378dc8589ac,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937551
3937552,24827354629601989,DR,084b6fbb10729ed4da8c3d3f5a3ae7c9,4073248,yongche14798256533839,B50VyBFu42cCeBptVepAxx7PuDlmkAbuwAuHM0Wu,99867c39a7cf8fe89b5ab3e43e34608505850ed4e,9e6679507b6266a1df07bf230b5041a0,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937552
3937553,24827354629601990,DR,76dc611d6ebaafc66cc0879c71b5db5c,4073249,yongche14798256534913,uKvSBUOIM3yaOhkWvOniC3qdnrcnpZJuXE8TXT63,0b4d7551637495c5dbc516be7d2df29405850ed4e,68f3b8d39a740c824a13392fed52adec,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937553
3937554,24827354633242761,DR,fa14d4fe2f19414de3ebd9f63d5c0169,4073250,yongche14798256536060,jLLmAQFO7Wwtl9fg4Xu6KMKc7PcSq7iBF5MQG8r7,a50e22244bc33f991a75955e390cda2f05850ed4e,92e5c94ec5647d199c2be2226894eb14,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937554
3937555,24827354629601991,DR,a86c450b76fb8c371afead6410d55534,4073251,yongche14798256537042,VgGPa3p2VP4qdG15uQLpV1WC98JqY9XUt5t7SnHF,46d6d76ff3a08306b03183d203d9d7d805850ed4e,0a82aeefca7ef293f5eccef7b4527732,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937555
3937556,24827354633160208,DR,cedebb6e872f539bef8c3f919874e9d7,4073252,yongche14798256538069,h9JKabXQ85w3u50mHiR93OxrrjKjSIzdXc08WfjF,40b98f61c83ff0ce0a82c20147488b9505850ed4e,f57eba31892990dcdf4897f04a232137,4821726c1947cdf3eebacade98173939,5sARLGoVkNAPhh5wq1Hl95crWIk,3937556
