50058114,25029564841855243,DR,54a2e48f28ab4ea95ad886dfa81d816b,50068297,353222063480000,YnSfYx7y0GNvGAVkCn29EHBQggSab07TrQHX62Il,df1a7da1b48094d7d394e14088437007058ec9036,3d311da3dafb9f995958ae6db35c1fb8,50058114
50058115,25029757930784919,DR,e80459cf440a5053672c6c39bb8f2df3,50068298,353222063480001,RuBgUB95Z6iW5glBAmbwAQ6yiJln7qefu1ev1MDJ,bb3f913c279f3a4101541e9960cf8716058ec9036,d4ec0377243bec22624f9a3e865589b5,50058115
50058116,25029757930784920,DR,0cca3a54b7ca693af847350762e739ec,50068299,353222063480002,MBk33JiCoNZV7ElBnPFhUFtoSl5Fa11wnvtRBY5x,9317ea52d856b864adc565da5b4f4520058ec9037,45f454884cdc5a41e4d2638bfe13be8d,50058116
50058117,25029757947611404,DR,e316fc0ac2e75c2b0a8523f8fc3a0882,50068300,353222063480003,Iz1n3GXUoOSsNhsmE9NGhVnbv1jU4uICYNfgLYyS,a86103b7aa7e360c2e3fe2e6a1826890058ec9037,0bf8846fbad97684f13945f4eda38608,50058117
50058118,25029757947611405,DR,ed8547cf6eea73ea0b47474b1ec9567e,50068301,353222063480004,HiqbFzWVcEF7EklVPMuoTZAIeLZ42RboW4kFBz9W,aa4b078d195af55463eaec38bbb46734058ec9037,fcd1e1ae0dcab2a9ace18d006dd4b258,50058118
50058119,25029757947611406,DR,56a482ddb84ddd422412328a18f6cf52,50068302,353222063480005,J9yCLzjhPzN4qZtYNC1cbkNO2TlrU6004vKhWkRz,11c163467fe09445f3bf8bfe047d4a9f058ec9038,a8b5f76ffbd35559d297b4d41f6ede8e,50058119
50058120,25029757964388623,DR,23ab2e0f9e24dd8cce1a520be3496e53,50068303,353222063480006,lSxnJRFP0XS69MO0W0kNM1SG9WEfkrLv4OD2eKt0,24a58ee54ec3536a9c2bf47b563e1c1b058ec9038,2f61b5bac594da9c7d90eaf15a9cd8ce,50058120
50058121,25029757964388624,DR,c50acda86ff93ded695ba4d780b84950,50068305,353222063480007,VPACUg5zJeVg96YRXf67payioKRV6d1egQ7wi2IZ,6da004f15582dba7a000c678e90a56b6058ec9038,065e58a79f7523a574a8e78b3fa21d7d,50058121
50058122,25029757964388625,DR,b323f9e27d15185598675d9a6361da10,50068306,353222063480008,8R8olvGW10ccW3heN3nYrM6d0ElZxkylgMCB6qgD,2d0bd2b10083507bdb23e42d5bd140cc058ec9039,fb4cd187400a9a33e5910cedf05362e3,50058122
50058123,25029757981165842,DR,d5a4320c6b4f6342cd85608c52e12e2f,50068307,353222063480009,NXB3iCJlU0J7T333g2VR9bm5dA3stZyfXdg1owjR,fc892b36823966aea3ea1685091e2060058ec9039,80aab4ff677d29c6bdc98fc86bab705c,50058123
